path	sentence	client_id
common_voice_ckb_29345066.mp3	بووکی ڕازاوەی خەیاڵم گیانەکەم ئەی فاتمە	
common_voice_ckb_29345067.mp3	ئەمڕۆ زۆر گەرمە	
common_voice_ckb_29345160.mp3	ڕێکخراوی نەتەوە یەکگرتوەکان دامەزرا	
common_voice_ckb_29345161.mp3	قەرز دوو ماڵ ئاوەدان ئەکاتەوە	
common_voice_ckb_29345162.mp3	هەرمێ میوەیە	
common_voice_ckb_29345210.mp3	بۆ سمی ئەسپی نازدار	
common_voice_ckb_29345211.mp3	لە گوڵئەندام دەکەم تەخسیر	
common_voice_ckb_29345213.mp3	لە ساڵانی سیەکانی سەدەی بیستەم سەرکردەی سوپای ئەمریکا بووە	
common_voice_ckb_29345216.mp3	بە خوێنی خۆی نووسیبووی	
common_voice_ckb_29345272.mp3	دەسماڵی بە موریانە	
common_voice_ckb_29345273.mp3	ئەمە دەستەکان لە دووبارە پیسبوونەوە دەپارێزێت بەهۆی ئەو ڕووانەوە	
common_voice_ckb_29345274.mp3	ئێمە لێرەین بۆ یارمەتیدانی دابینکردنی پشتگیری و هاوکاری بەپێی پێویستی	
common_voice_ckb_29345275.mp3	داخستنی قوتابخانەکان لەوانەیە کاریگەر بن کاتێک ڕاستەوخۆ بەیاسایی بکرێت	
common_voice_ckb_29345276.mp3	هەموو خەڵکی گوندەکە لە دەرن و خەریکی جەژن و گۆبەندن	
common_voice_ckb_29345357.mp3	گشتمان دەی ئەوشەو بێژین خوا مەری	
common_voice_ckb_29345360.mp3	دەم بردم بۆ مەم وەی وەی هاوردی	
common_voice_ckb_29345380.mp3	هەر کەسێک خوێندنی مەلایەتی تەواو بکردایە و مەلایەتی بکردایە ئەوە دەبوو بە مەلا	
common_voice_ckb_29345410.mp3	لەشکر گرتی ڕیز و سان	
common_voice_ckb_29345411.mp3	عەرەق و شەراو من مەست نەکەردەم	
common_voice_ckb_29345413.mp3	مەنشوور بە فەقێ ڕووسە تیپی ەوونەرمەندانە	
common_voice_ckb_29345414.mp3	لەدایکبوونی ئەم منداڵانە	
common_voice_ckb_29345416.mp3	یاخوود وەڵامی چەند پرسیارێکی هاوشێوە بداتەوە	
common_voice_ckb_29345475.mp3	پادشا و گەدا و دۆست و یار	
common_voice_ckb_29345476.mp3	بەجۆرە تەکنۆلۆجیایەک چاودێری ئەم ناوچەیە ئەکرێت	
common_voice_ckb_29345486.mp3	شانەکانی کەمتر گەورە بێت لە نێرینە	
common_voice_ckb_29345505.mp3	هەناسە و ڕۆحی من هەرتۆی	
common_voice_ckb_29345506.mp3	بەداخەوە بەرهەمهێنانی کارەبامان کەمە	
common_voice_ckb_29345507.mp3	لە سابڵاغێ وە دەر کەوتم	
common_voice_ckb_29345508.mp3	ئێستا هاتووەتە جێژوان	
common_voice_ckb_29345559.mp3	هەر چۆن یاری ئەبینێ	
common_voice_ckb_29345561.mp3	وەک هەر فەقێیەکی ئەو سەردەمە لە شار و و جێگەی خۆی دوور دەکەوێتەوە	
common_voice_ckb_29345562.mp3	دار هەڵبڕە سەگی دز دیارە	
common_voice_ckb_29345563.mp3	تا لە ئەسحابەیەکت پکەمەوە مارە	
common_voice_ckb_29345590.mp3	قۆزە کوڕەکە	
common_voice_ckb_29345593.mp3	شەڵڵا نەمناسیبا	
common_voice_ckb_29345596.mp3	تا چاڵ پڕ نەبێ کۆش پڕ نابێ	
common_voice_ckb_29345624.mp3	هەرچەندە لە هۆلەندا دەستنیشانکرا بەڵام لەڕاستیدا بە جیهاندا بڵاوببۆوە	
common_voice_ckb_29345625.mp3	تیری ئاشقت جەرگمی بڕی	
common_voice_ckb_29345626.mp3	وێنەی ماینی شێخەزاڵ	
common_voice_ckb_29345638.mp3	تا ئێستاش حکومەتی هەرێمی کوردستان هاوکاری نەکردووین	
common_voice_ckb_29345639.mp3	بگرن دەستوور و نیزام	
common_voice_ckb_29345640.mp3	نووسین بە ئاوی خۆڵەمێش	
common_voice_ckb_29345641.mp3	هەندێک نەخۆش نیشانەی زۆر نەرمیان هەیە وەکو هەڵامەت	
common_voice_ckb_29345642.mp3	لە ئەمرۆوە بڕیاری ئەنجومەنی ئاسایشی نیشتمانی ئێران جێبەجێ دەکرێت	
common_voice_ckb_29345687.mp3	بەڵام دەرەنجامەکانی ئێستا دڵخۆشکەرن	
common_voice_ckb_29345693.mp3	سەرلەنوێ دڵەکەم ئەی هاوار دادەخورپێنێ	
common_voice_ckb_29345698.mp3	بەینەی من منداڵە	
common_voice_ckb_29345722.mp3	پیاو بە پیاو	
common_voice_ckb_29345724.mp3	ئەمە پێی دەڵێن ماوەی دەرکەوتنی نیشانەکان	
common_voice_ckb_29345726.mp3	باسی سۆفی و دەروێشان	
common_voice_ckb_29345728.mp3	وەکو شیری گەرمەلان	
common_voice_ckb_29345730.mp3	فەتاح بەگ باوەڕی بە خۆی نەدەکرد باوەڕینییە	
common_voice_ckb_29345742.mp3	هەرچی دەبینم باوانم تۆی تیا دەنوێنێ	
common_voice_ckb_29345743.mp3	بۆ دونیاشمان سەلماند	
common_voice_ckb_29345744.mp3	ماکگۆرک ئاماژەی بە ناکۆکییە سیاسییەکانی هەرێمی کوردستان کرد	
common_voice_ckb_29345745.mp3	چاوەڕێ بە	
common_voice_ckb_29345782.mp3	بەڵام خەڵکی ئێمە وەک ئازارشکێن تەماشایان دەکات	
common_voice_ckb_29345784.mp3	ئێمە لە سلێمانی توانیمان بەشە هەستیارەکە تەواو بکەین کە پاراستنی پەلەکەیە لە مردن	
common_voice_ckb_29345785.mp3	ئەگەنۆ نزیکی دێ	
common_voice_ckb_29345788.mp3	قسە یان لە شێت یان لە مناڵ	
common_voice_ckb_29345801.mp3	لە ئاوی خووڕ مەترسە لە ئاوی مەنگ بترسە	
common_voice_ckb_29345802.mp3	ڕونی ڕژاو دەکاتە خێری باوکی	
common_voice_ckb_29345818.mp3	هێمای ئاشتی و پێکەوەژیان	
common_voice_ckb_29345821.mp3	بێوەفایە و نامداتێ	
common_voice_ckb_29345822.mp3	پاساکە ڕۆشت	
common_voice_ckb_29345851.mp3	شەماڵ بێحاجەت نییە	
common_voice_ckb_29345853.mp3	خێوەتێک لەوان تاقە	
common_voice_ckb_29345856.mp3	سەبەبی زوڵفی شێواوە	
common_voice_ckb_29345857.mp3	شەڕە و گەردن بادانە	
common_voice_ckb_29345865.mp3	ڕێگای بخاتە سەر گۆڕم جارێ	
common_voice_ckb_29345870.mp3	لە خوام گەرەکە هیچکوێنەی نەیشێ	
common_voice_ckb_29345872.mp3	وەڵا نییەسم تاقتی دووری بیللا نییەسم تاقتی دووری	
common_voice_ckb_29345874.mp3	کافر پێی دەبن بێ هۆش	
common_voice_ckb_29345876.mp3	با بچینە ئۆفیسەکەم	
common_voice_ckb_29345917.mp3	کاتێک کەسێک سکاڵا لەدەست کۆکە دەکات	
common_voice_ckb_29345918.mp3	ئاخ و داخ کەیت و ماتەمی بگریت	
common_voice_ckb_29345919.mp3	جولەکە لە ئێستادا هەیە لە کوردستان	
common_voice_ckb_29345920.mp3	سرووشتی هەورامان زۆر جوانە	
common_voice_ckb_29345921.mp3	کێوت لێکردنە لەنگەر	
common_voice_ckb_29345938.mp3	فەرماندەکەی پێشمەرگە جەختی کردەوە لەوەی خاڵی لاوازی ئێمە ئەو گوندە عەرەبنشینانەن	
common_voice_ckb_29345939.mp3	باری کەر دایم قورسە	
common_voice_ckb_29345941.mp3	بڵەی وابێت	
common_voice_ckb_29345962.mp3	زۆرجار پزیشک ماوەیەکی زۆر دوای کاتی دیاریکراو دێتە کلینیک	
common_voice_ckb_29345963.mp3	بلین مەحەممەدیحەنیفەیان بە برینداری ەیێاوە	
common_voice_ckb_29345964.mp3	تێیدا ڕۆڵی ژنێک دەگێڕێت کە شەیدای ئۆپێراخوێندنە	
common_voice_ckb_29345965.mp3	لە بەر فکری خۆی خەوی لێ نەدەکەوت	
common_voice_ckb_29345966.mp3	ژن و مێرد هاوڕێی یەکن	
common_voice_ckb_29345988.mp3	هەواگۆڕینی نەبێت یانێ ئەگەر ڕێگەی چوونەدەرەوەی گاز و دووکەڵی نەبێت	
common_voice_ckb_29345993.mp3	بە سەر دوژمن دابی زاڵ	
common_voice_ckb_29345998.mp3	بەڵام تا ئێستا هیچ نەکراوە	
common_voice_ckb_29346000.mp3	ئێران فەرمانی بە حوسییەکانی یەمەن کردووە کە هێرش بۆ سەر عەرەبستان بکەن	
common_voice_ckb_29346050.mp3	ئەگەر پێت وایە کە نیشانەکانت یان کێشەکەت ڕوو لە باشتربوونە	
common_voice_ckb_29346051.mp3	نازدارەکەم شازادەی دۆڵەڕووتە	
common_voice_ckb_29346052.mp3	یاران وەسیەتم ئەمە بێ لاتان	
common_voice_ckb_29346091.mp3	خودا حاسڵ کە مورادم	
common_voice_ckb_29346100.mp3	جامی جەوهەر ڕێزی گرت بە دەستەوە	
common_voice_ckb_29346101.mp3	یان ئەو حۆرییانەیە خودا دروستی کردوون لە بەحەشتی باقییە	
common_voice_ckb_29346102.mp3	کوتی جا بۆ هاتۆتە کن نێرگسی خاو	
common_voice_ckb_29346103.mp3	جەنگی جیهانیی دووەم	
common_voice_ckb_29346149.mp3	گشتی بە قوربان شۆخی بەڵەکچاو	
common_voice_ckb_29346150.mp3	فەردی تەواو ئەسحابان	
common_voice_ckb_29346151.mp3	جێ مابووم لە پاری مردوو	
common_voice_ckb_29346152.mp3	بوومەلەرزە بوو	
common_voice_ckb_29346153.mp3	گەڵایەت دەیگێم تووتن هیچ نی بۆ لێقەوماوان	
common_voice_ckb_29346196.mp3	شەڕ لەسەر خاکەکەی دەکات	
common_voice_ckb_29346197.mp3	کوتی نێوم ئەستییە	
common_voice_ckb_29346198.mp3	سوور زەرد و شین ڕەنگن	
common_voice_ckb_29346199.mp3	وە گوفتووگۆ هات بە ناڵە و گریان	
common_voice_ckb_29346200.mp3	وەک ڕەنگی نەخشی مانی باڵا و کوڵم و خەت و خاڵ	
common_voice_ckb_29346235.mp3	هەڵبژاردنەکانی سەرۆکایەتی لە ئەمریکا	
common_voice_ckb_29346237.mp3	ئەسحابەی شیرن و نۆجوان	
common_voice_ckb_29346240.mp3	کە بەتەنیا لە بەرامبەر گۆڵ مابێتەوە	
common_voice_ckb_29346242.mp3	ئەحمەدی خانی شاعیری کورد	
common_voice_ckb_29346244.mp3	هەناسەی ساردی هەیە تێکرای ڕێژەی باران بارین	
common_voice_ckb_29346328.mp3	پلەی سەرکردەی هێزە پیادەکانی ئەمریکای لە ناوچەی دەریای هێمن و باشووری ڕۆژهەڵات وەرگرتووە	
common_voice_ckb_29346331.mp3	عیشق کارێکی چەتوونە	
common_voice_ckb_29346337.mp3	هەر سێ قازی دانیشتبوون	
common_voice_ckb_29346370.mp3	دەخوێنێ کۆمارە	
common_voice_ckb_29346373.mp3	کار دەکەیت	
common_voice_ckb_29346447.mp3	سنووردارکردنە بنەڕەتیەکانی سیستەمەکەی ئێمە ژمارەی خاڵەکانی داتایە	
common_voice_ckb_29346451.mp3	شەرمێ نەکەی میوانی	
common_voice_ckb_29346455.mp3	کەوتم نەخۆش و خەستە	
common_voice_ckb_29346457.mp3	مانگاکە گیا دەخوات	
common_voice_ckb_29346458.mp3	دەرکی پەنجەرەی دیوان کراوە	
common_voice_ckb_29346509.mp3	چوار کەس لەم دنیا ئای نەگەیین بە مرا	
common_voice_ckb_29346511.mp3	مەرجە ئەم نیشانانە دەرکەون	
common_voice_ckb_29346518.mp3	ئەمریکا فەرانسا و نۆروێژ کۆمیتەیەکی هاوبەشیان پێکهێناوە	
common_voice_ckb_29346558.mp3	تاجدین یەکێک لە پیاوانی ژێردەستی میرە کە زۆر لایدا خۆشەویستە	
common_voice_ckb_29346559.mp3	بەیانی باش ئازیزان	
common_voice_ckb_29346562.mp3	لە بۆ دونیایە سفەت	
common_voice_ckb_29346565.mp3	هەروەها دەتوانین بەدواداچوون بکەین بۆ کاریگەریی یان کاردانەوە نەرێنیەکانی ئەم دەرمان یان پێکوتانە	
common_voice_ckb_29346568.mp3	خۆشم نازانم چۆن کردم	
common_voice_ckb_29346595.mp3	چونکە جەبعەی ئیمەیە	
common_voice_ckb_29346596.mp3	بەینی من و تۆ دەی دەی گەلێک لە مێژە	
common_voice_ckb_29346612.mp3	وەڵڵا گشت نازەنینە	
common_voice_ckb_29346643.mp3	بۆیە بێ عاقڵە شەو و ڕۆژ ئاگای لە خۆی نییە	
common_voice_ckb_29346644.mp3	کەرە مەمرە بەهارە	
common_voice_ckb_29346646.mp3	ئێمە بینیمان	
common_voice_ckb_29346647.mp3	لەوێ مایەوە ئینجا سمایلنامە و چەند کتێبێکی تری وردیلەی خوێند	
common_voice_ckb_29346699.mp3	نەفام بووم نەمزانی	
common_voice_ckb_29346701.mp3	ئایاخ لە چی بدوێم لە خەمخانەی خەمەکانم ئای وای	
common_voice_ckb_29346703.mp3	وەختی سەیدی ئاخری زەمان	
common_voice_ckb_29346706.mp3	ئەمن بێ خەبەرم لەو کار و لەو ڕۆزگارە	
common_voice_ckb_29346751.mp3	کەمەند لەشان هاتە خوار	
common_voice_ckb_29346754.mp3	کەرت و پەرتی گاوری ڕەش	
common_voice_ckb_29346766.mp3	هەرگیز ناتوانیت بەو شێوەیە خۆتی بۆ ماندوو بکەیت	
common_voice_ckb_29346834.mp3	ئەویش دەبێتە سەرلەشکر	
common_voice_ckb_29346836.mp3	مزگەوتەکەمان لێ دوورە	
common_voice_ckb_29346838.mp3	هەی مریەم مریەم مریەم	
common_voice_ckb_29346840.mp3	لەو پەنجانەم نەرمتر چی دیت بۆ بکەم بە شانە	
common_voice_ckb_29346931.mp3	بە وتەی خۆی پڕ بە پێستیەتی	
common_voice_ckb_29346932.mp3	تەنیا ئەگەر هەڵەکە زۆر توند بوو	
common_voice_ckb_29346933.mp3	گوێ مەگرە لە تانە و تەشەری خێڵی بەخێڵان ئەزیزم	
common_voice_ckb_29346937.mp3	حەکیم و شاعیرانی فارسی زمان	
common_voice_ckb_29346972.mp3	پێبکەنن ژن و منداڵ	
common_voice_ckb_29346973.mp3	فەقەت پێشکەشە بە وی	
common_voice_ckb_29346976.mp3	لە کەناڵی کوردستان تیڤی زنجیرەی تەلەفزیۆنی مەمی ئالان پەخشکرا	
common_voice_ckb_29346979.mp3	خەریکی ئیشی ماڵن	
common_voice_ckb_29346982.mp3	گۆ لە مەیدان بەرە دەر	
common_voice_ckb_29347015.mp3	ئەو مشکانەی بەرکەوتنیان لەگەڵ تەپوتۆزی کێڵگە هەیە	
common_voice_ckb_29347018.mp3	ئەوە محەممەد هات	
common_voice_ckb_29347020.mp3	زمان ناسنامەی نەتەوەیە	
common_voice_ckb_29347021.mp3	گورگ مێژوویییەکی درێژی هەیە	
common_voice_ckb_29347045.mp3	گیا لەسەر بنجی خۆی ئەڕوێتەوە	
common_voice_ckb_29347047.mp3	شارۆچکەی مەسیحییەکان	
common_voice_ckb_29347048.mp3	هەر چەن دەکەم فیکر و چەرخش	
common_voice_ckb_29347052.mp3	وەرە تۆ بی و خاڵی ڕووی یار	
common_voice_ckb_29347144.mp3	گەڕەک پڕە لە منداڵ	
common_voice_ckb_29347147.mp3	بەعەدەب و بە ئەرکان	
common_voice_ckb_29347155.mp3	مامۆستایانی ئەوساش هەر مەلایەی لە بوارێکی تایبەتدا شارەزایی پەیدا دەکرد	
common_voice_ckb_29347162.mp3	قوربانی لەنجە و گوفت و ناوت بم	
common_voice_ckb_29347164.mp3	ئاخر لە سەر ئەو هەڵاییسا ئەو کێشە و فتورە	
common_voice_ckb_29347241.mp3	زۆر جاران لە شەواندا بەسەر چیا و لێژەکان	
common_voice_ckb_29347243.mp3	بەڵام ئەوە یەکەمجارە تووشی کەیسێک ببم کە شتێکی قوتدراو ڕیخۆڵەی بدڕێت	
common_voice_ckb_29347246.mp3	بووستان کتێبێکی شێعری فارسییە	
common_voice_ckb_29347254.mp3	پچن بانگی کەن ئەو شێتی عەوام	
common_voice_ckb_29347321.mp3	بە منی ببەخشە تۆ نەیکەی دەزگیر	
common_voice_ckb_29347323.mp3	لە خاکا مەیلی ڕەنگ و بۆیەتی	
common_voice_ckb_29347325.mp3	لە سەدەکانی ناوەڕاستدا	
common_voice_ckb_29347327.mp3	ئەم ماڵە هەژاریمە بە سەرما نەڕووخێنی نەتۆری	
common_voice_ckb_29347411.mp3	تکایە دەتوانن بۆمان بنێرن	
common_voice_ckb_29347412.mp3	ئاو ناژی	
common_voice_ckb_29347414.mp3	هەموو بەکارهێەرێک دەتوانێت بارودۆخی سێ بەکارهێنەری تر بپشکنێت	
common_voice_ckb_29347416.mp3	بە دڵنیاییەوە هەموو پرسیارەکان دەکرێت سەدان و هەزاران جار وەڵام درابنەوە	
common_voice_ckb_29347417.mp3	پاکی سەقا و جلەوی ئەشرەفی و مروارییە	
common_voice_ckb_29347449.mp3	یارمەتیدەری خوێنەر نابێت لە دۆزینەوەی بابەتەکە	
common_voice_ckb_29347450.mp3	بەرەوپێشچوونی تەمەن	
common_voice_ckb_29347452.mp3	بۆی بکەم ماڵەوماڵێ	
common_voice_ckb_29347458.mp3	پاشان دەچینە دەرێ و گەشتێک دەکەین	
common_voice_ckb_29347578.mp3	دەسە سڕی ئاڵ بە دەس	
common_voice_ckb_29347583.mp3	سابوونی ڕەق بەهۆی سروشتە دووبارە بەکارهێنانەوەکەی بەکتریا داواکراوەکانی بەکارهێنەرەکانی پێشووتر دەگرێت	
common_voice_ckb_29347587.mp3	ڕەنگە ئەمجارەیان فۆکووسەکە لەسەر وڵاتانی دەرەوەی عێراق و سووریا بێت	
common_voice_ckb_29347589.mp3	ئەو چۆپیکێشە چۆپی ئەکێشێ	
common_voice_ckb_29347635.mp3	قەدری زێڕ لای زەڕەنگەرە	
common_voice_ckb_29347636.mp3	دوێنێ تام هەبوو	
common_voice_ckb_29347638.mp3	خولی فەرەنسا ناناسم خولی فەرەنسا من دەناسێت	
common_voice_ckb_29347639.mp3	سەعدی لە بنەماڵەیەکی زانایانی ئایینی لە شیرازدا لە دایک بووە	
common_voice_ckb_29347718.mp3	سەرنجڕاکێشە	
common_voice_ckb_29347721.mp3	لە تۆپی پێی ئینگلیزی ئەو کاندید بکرێت	
common_voice_ckb_29347723.mp3	بەڵام دەزانم زۆر کەس دەکۆکن بە ڕوومدا	
common_voice_ckb_29347796.mp3	گۆشتی لاڕانی خۆت بخۆ مننەتی قەساب هەڵمەگرە	
common_voice_ckb_29347798.mp3	هەروەها لەیادت بێت لە بڵاگدا هێزی هەستی دەنگ بوونی نییە	
common_voice_ckb_29347799.mp3	سەپانیم بۆتە بەبران لە نەڵاس و نیژاوان	
common_voice_ckb_29347802.mp3	من دەبڵێم بە ڕوح و جان	
common_voice_ckb_29347870.mp3	ئاخ بریندارم دەرمانم کە	
common_voice_ckb_29347873.mp3	لە کوێ دەژی	
common_voice_ckb_29347875.mp3	نەی کرد ئەندێش و فکر	
common_voice_ckb_29347880.mp3	هیچ بڕگە و ماددەیەکی تێدا نییە	
common_voice_ckb_29347937.mp3	ئەو شێخەی سووری کرێوە	
common_voice_ckb_29347950.mp3	کوژرا بوو یان مابوو خەبەرم بۆ بێنە	
common_voice_ckb_29347955.mp3	هیوای سڵامەتیم هەیە بۆت	
common_voice_ckb_29348010.mp3	من لە دونیا بوم دەر بەدەر	
common_voice_ckb_29348015.mp3	دایەگەورەم نوێژی قەت نەفەوتا	
common_voice_ckb_29348019.mp3	زانیارییەکانمان ئاڵوگۆڕ بکەین	
common_voice_ckb_29348020.mp3	کاتێک هەڵەیەکی زۆر لە بابەتەکەدا هەبێت	
common_voice_ckb_29348070.mp3	ئەوە ئەزموونی توێژینەوەی پزیشکی پێویستی نیە بۆ پیشاندانی کاریگەری و سەلامەتی بۆ نەخۆشیەکە	
common_voice_ckb_29348074.mp3	نە هەتاو ئەتوانێ سەردانم بکا	
common_voice_ckb_29348077.mp3	کوتی لەو خێوەتە دەسوڕێم دەچمە خێوەتێکی دیکە	
common_voice_ckb_29348081.mp3	ئەم تێکەڵبوونە تەنانەت بەر لە سەردەمی ساسانیەکان دەستی پێکردبوو	
common_voice_ckb_29348104.mp3	ژمارەیەک کەسانی ئەکادیمی هەوڵیانداوە ئەم ژمارانە بۆ دانیشتووانی تایبەت هەژمار بکەن	
common_voice_ckb_29348105.mp3	پاڵەوانێک لە خۆی قایم دەکرد	
common_voice_ckb_29348106.mp3	بانگی موحەمەد بە ئاشکرا خۆشە	
common_voice_ckb_29348107.mp3	ئەوشۆ میوان بووە لە حەرەمخانە	
common_voice_ckb_29348108.mp3	حەوسەت خێوەتی بەرپا کراو	
common_voice_ckb_29348183.mp3	ئەرێ هەرچێ ژنی ها تیا مەهاباد هەر وەسە پەری	
common_voice_ckb_29348184.mp3	گوێی کچەکە گەورەیە	
common_voice_ckb_29348185.mp3	کرداری درێژخایەن بۆ قەتیسکردنی پەتاکە دەبێتە هۆی تێچووی کۆمەڵایەتی و ئابووری	
common_voice_ckb_29348252.mp3	باڵای تۆم دەوێ دەم لە سەر خاڵان	
common_voice_ckb_29348255.mp3	بۆیە ئەوان سوورن لەسەرئەوەی لە هۆکاری مردنی کەسەکان تێبگەن	
common_voice_ckb_29348325.mp3	شا دەبیسێتەوە و فەرمان دەدا کابرا بێنن با بزانین بۆ وادەڵێ	
common_voice_ckb_29348328.mp3	ئەمە بەتایبەتی ڕاستە بۆ بەردەوامیدان بە داخستنەکە وانەوتنەوە تەوەری چالاکیەکانی کۆمەڵگا و کردارەکانی مرۆڤن	
common_voice_ckb_29348329.mp3	بە وەت پێکدێ کار و بار	
common_voice_ckb_29348330.mp3	لە کام مزگەوتدا مامۆستای چاک بووبێ فەقێکان ڕوویان تێکردووە	
common_voice_ckb_29348331.mp3	قەزنەفەر کوژراو	
common_voice_ckb_29348398.mp3	هاڕەی کرمەکان بەندی بەر بەنە	
common_voice_ckb_29348400.mp3	ژنەکە گسک دەدات	
common_voice_ckb_29348401.mp3	لەو خاکانەی کە موسڵمانان بەڕێوەیان دەبرد	
common_voice_ckb_29348403.mp3	یارم چۆتە سەفەرێ بیپارێزی خودایا	
common_voice_ckb_29348404.mp3	لێرەدا باسی بەرهەم و خزمەتگوزارییەک دەکەیت	
common_voice_ckb_29348473.mp3	نەوەک تەماشاکردنی هەواڵەکانی شەڕ و زنجیرە تەلەفزیۆنییەکان	
common_voice_ckb_29348476.mp3	یانی بەچکە پشیلەیەکی هەیە	
common_voice_ckb_29348519.mp3	سنگی بە وێنەی تەڵای دەستەوشار	
common_voice_ckb_29348523.mp3	پڕ شەرابی خۆشەویستی و عارەقی یەزدانییە	
common_voice_ckb_29348581.mp3	بە زهەری هەلا خۆم دەکەم قوتار	
common_voice_ckb_29348582.mp3	هەواڵەکە زۆر ناخۆش بوو	
common_voice_ckb_29348583.mp3	بە خاولیەکی پاک وشکی بکەوە یان بهێڵە لهەەوادا وشک ببێتەوە	
common_voice_ckb_29348584.mp3	بۆم ڕەوان پکەی سوبحان	
common_voice_ckb_29348585.mp3	بەناوبانگترینیان بیرۆکەی داروینە	
common_voice_ckb_29348632.mp3	منیش زێرەکەی خۆمت دەدەمێ	
common_voice_ckb_29348634.mp3	هیچ مەکە بەهانە و تەقسیر	
common_voice_ckb_29348636.mp3	دەکرێت بۆ ساتێک قسەت لەگەڵ بکەم	
common_voice_ckb_29348638.mp3	داخی غەریبیم ئەی وەی لە دڵ دەرناچێ	
common_voice_ckb_29348639.mp3	هەولێر زۆر خۆشە ئەی هاوار جوانی زۆر لێیە	
common_voice_ckb_29348723.mp3	شێرکۆ پیاوێکی گەورەیە	
common_voice_ckb_29348725.mp3	ویکیپیدیای کوردی پێشوازی لە بیروڕاکان و وتووێژەکانی هەموو بەکارهێنەرێک دەکات	
common_voice_ckb_29348728.mp3	لە عەلی زیاتر کەسم قەبووڵ نییە	
common_voice_ckb_29348732.mp3	هەمیشە لە بیرمدایە و هەوڵ دەدەم کاری پێ بکەم	
common_voice_ckb_29348734.mp3	کەوتمە دوورە وڵاتان	
common_voice_ckb_29348783.mp3	هەروەها زیادەڕەویی مەکە	
common_voice_ckb_29348784.mp3	محەممەد کوتی با من گەدا بم تۆ بلێی شام	
common_voice_ckb_29348787.mp3	سەبارەت بە منداڵبوون لە میسر بۆم دەرکەوت دەستێوەردان زۆر دەکرێ لە لایەن پزیشکانەوە	
common_voice_ckb_29348838.mp3	سەر شان و دەستی خۆی پاک پچڕی	
common_voice_ckb_29348839.mp3	مەرۆ بەدکارمان بمرێ جوانێ گیان بە دەملەرزەوە	
common_voice_ckb_29348840.mp3	سینگی تۆپی مەزرەقە	
common_voice_ckb_29348841.mp3	ناتۆ ئامادەیە وەڵامی هەر هەڕەشەیەک بداتەوە بکرێتە سەر هاوپەیمانەکانی لە ئەوروپا	
common_voice_ckb_29348842.mp3	پەیوەندیمان پێوە گرت	
common_voice_ckb_29348871.mp3	تۆ لەوە شارەزای	
common_voice_ckb_29348875.mp3	ئەمن و ئەو دڵە لێک دەکا	
common_voice_ckb_29348877.mp3	پەنابەر لە ئەورووپا و ئەمریکای باکوور و ئەمریکای باشوور	
common_voice_ckb_29348878.mp3	بۆی دەڵێم بە کڵاوی زەرد	
common_voice_ckb_29349385.mp3	سەفەری زۆری بە وڵاتانی جۆراوجۆردا کردووە	
common_voice_ckb_29349387.mp3	ئەوە توورە بوو هیچ جوابی نەدان	
common_voice_ckb_29349391.mp3	ئەوەش دەلالەتی کوردایەتی پەشێوە	
common_voice_ckb_29349394.mp3	خالق هەر ئەتۆی لە سەر	
common_voice_ckb_29349395.mp3	و ئایا دەتوانی پێم بڵێی لەگەڵ ئەمەدا چ نیشانەگەلێکی دیکەت هەیە	
common_voice_ckb_29349438.mp3	مامۆستای من سەید عەلیە ئەوم بە مامۆستا دانا	
common_voice_ckb_29349480.mp3	ئەگەر گوڵ نیت دڕکیش مەبە	
common_voice_ckb_29349481.mp3	ناوی دوهەمین کچیشم فرمێسک بێت	
common_voice_ckb_29349483.mp3	ڕەگەزی بێتاکۆڕوناڤایرەس جۆری نموونەکان ڤایرۆسی کۆڕۆنای مشک	
common_voice_ckb_29349502.mp3	فووی دەکرد لەیەک یەکان	
common_voice_ckb_29349505.mp3	پێشکەوتنی کەرتی پیشەسازی زۆر گرینگە	
common_voice_ckb_29349508.mp3	یاخوود لەسەر تۆڕە کۆمەڵایەتییەکان بڵاودەکرێنەوە	
common_voice_ckb_29349509.mp3	کێشەی تەکنیکی ڕوویداوە	
common_voice_ckb_29349567.mp3	قەستەم بە وەی کەم ئەگەر بیناەی چاوە	
common_voice_ckb_29349579.mp3	هەروەها ئەگەر هەیە لە ماوەی هەر پەتایەکدا بۆ چاودێریکردنی کاریگەریی هەر ڕێکارێکی کۆنترۆڵی گواستنەوە	
common_voice_ckb_29349582.mp3	ڕاکردنی دوو گامێش کاتێک سوارەکە لەسەریان ڕاوەستاوە	
common_voice_ckb_29349584.mp3	ئەرێ ئەوشەو شەو بەهارە	
common_voice_ckb_29349586.mp3	گوێ مەقەست و مەنزل بڕ	
common_voice_ckb_29349599.mp3	دوای بەرکەوتن بە شلەی خوێن	
common_voice_ckb_29349601.mp3	ئانێ دەڕۆی بۆ سەیران	
common_voice_ckb_29349602.mp3	دایەینا گۆڵی بەد خوو	
common_voice_ckb_29349604.mp3	جەوهەرداریەتی وەک خەنجەری دەببان	
common_voice_ckb_29349678.mp3	بەهۆی هاتنی گەشتیارانی بیانی بۆ هەندێک ناوچە	
common_voice_ckb_29349681.mp3	وەختە خۆی بپڕووکێنێ	
common_voice_ckb_29349684.mp3	وە لەگەڵ هەموو ئازارێکی سنگ دەبێت بەم شێوەیە مامەڵە بکرێت بەتایبەت لە تەمەنی تۆدا	
